Key_concept,Related_concept,Term,Article_url,Sentence,Author,Label,Annotation,,,Annotation,Annotation
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=1073410,"multiple top-charting popular songs , such as i think i 'm in love with jessica simpson s by jessica simpson s  , the boys are back in town , true colors by cyndi lauper , for once in i life by mel b , mi chico latino , it 's raining men and ride it by geri halliwell s  , i kissed a girl by katy perry , raise jessica simpson s glass by pink and we r who we r by kesha have become a refuge of unambiguous support for gay rights .",Mel B,P,,,,,
adventism,adventism,adventist,https://en.wikipedia.org/wiki?curid=13960319,evangelica was established in 1980 following desmond ford 's dismissal from ministerial and teaching positions over his criticisms of the adventist church 's investigative judgment teaching .,Desmond Ford,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=6941197,"the late edward conze held that there was an absence of hard facts regarding the first period of buddhism and regarding the teachings of his essai sur la legende du buddha ( 1875 )  , none of his essai sur la legende du buddha ( 1875 ) sayings is preserved in its original form .",Edward Conze,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=56232242,"considered the father of revisionism , eduard bernstein is regarded the main proponent in precipitating one of the greatest crises in the consciousness of the marxist proletarian movement , and therefore initiating the “ revisionist controversy . ”",Eduard Bernstein,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=14093967,"that same year , new york gay drag activist lee brewster and heterosexual transvestite bunny eisenhower founded the queens liberation front , and lee brewster s began publishing queens , one of the more political transgender publications of the 1970s .",Lee Brewster,P,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=3510770,"on november 8 , kate brown became the first openly lgbt person to be elected governor in the united states .",Kate Brown,P,,,,,
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=42599953,"garner , who could not access the two female complainants due to prominent and esteemed feminist writer helen garner refusal to speak to her , used her own personal experiences to highlight feminism , female and male sexuality , sexual harassment , as well as abuse of power and fraternalism in universities .",Helen Garner,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=2770425,"her became an ordained minister within scientology , and in this role trained new recruits to the organization , including john travolta and kelly preston  .",John Travolta,P,,,,,
al jazeera,al jazeera,al jazeera,https://en.wikipedia.org/wiki?curid=36110435,ghassan was mentioned as a possible successor to then al jazeera director general wadah khanfar .,Wadah Khanfar,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=3378533,"in the 1950s , there was a revival in interest towards buddhism , especially tibetan buddhism and hannah and ole nydahl , founded the first karma kagyu buddhist centers in copenhagen .",Ole Nydahl,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=9878218,"professor serajul islam choudhury of dhaka university opined that four unnamed leaders of the mujib bahini of hooliganism and looting  were more successful at creating a rift between sheikh mujibur rahman and tajuddin ahmad than khandaker mushtaq ahmed , creating difficulties for tajuddin ahmad .",Tajuddin Ahmad,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=10566279,"according to at least one biographer ( vali nasr ) , maududi and the ji moved away from some of their more controversial doctrinal ideas ( e.g. criticism of sufism or the ulama ) and closer to orthodox islam over the course of the ulama career , in order to expandthe base of support of jama'at - e islami .",Vali Nasr,P,,,,,
hinduism,hinduism,hinduism,https://en.wikipedia.org/wiki?curid=14605,"in the 19th century , under influence of the colonial forces , a synthetic vision of hinduism was formulated by raja ram mohan roy , swami vivekananda , sri aurobindo , sarvepalli radhakrishnan and mahatma gandhi .",Mahatma Gandhi,P,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=575621,"in 1978 , the second stanza of the lyrics was changed by mykola bazhan to remove mentions of joseph stalin ; the new third stanza omitted reference to the “ people ’s sword of righteous anger ” and added a new reference to “ lenin ’s party ” ( the communist party of the soviet union ) while retaining the one to communism itself .",Joseph Stalin,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=38443580,"peter hain classifies democratic socialism along with libertarian socialism as a form of anti-authoritarian socialism from below ( using the term popularised by eugene v. debs  ) in contrast to stalinism , a variant of state socialism .",Peter Hain,P,,,,,
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=13433057,"primarily , poststructuralist feminism seeks to advance judith butler 's conception of gender as ‘ performative ’ , whereby there is no pertinent conception of gender outside of the social construction of masculinity or femininity .",Judith Butler,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=427836,he succeeded chris harman as editor of international socialism in january 2010 shortly after chris harman died and is a british correspondent for actuel marx .,Chris Harman,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=1486631,"on may 13 , scientology s creator l. ron hubbard  entered a guilty plea .",L. Ron Hubbard,P,,,,,
nationalism,nationalism,hamas,https://en.wikipedia.org/wiki?curid=88176,"following the rise of hamas in the 1987 – 1991 first intifada among palestinians living in the west bank and gaza strip , heir jihad ahmed jibril found an able ally in resisting the trend started by fatah leader yasser arafat toward a negotiated settlement to the israeli – palestinian conflict .",Yasser Arafat,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=10803055,"despite some initial expressions of enthusiasm , hoxha and shehu mistrusted nikita khrushchev 's programs of peaceful coexistence and different roads to socialism because they appeared to pose the threat that yugoslavia might again try to take control of albania .",Nikita Khrushchev,P,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=38652356,"in mid-2008 , the czech government initiated the prague declaration on european conscience and communism , signed by václav havel , joachim gauck , and others .",Joachim Gauck,C,,,,,
fascism,fascism,nazis,https://en.wikipedia.org/wiki?curid=37486647,"in the context of the rehabilitation of classical economics in the face of the nazis ’ plans for an autarkic economic system , but even more due to its submitting reports directly to the political leader of the anti-hitler resistance , carl friedrich goerdeler , the arbeitsgemeinschaft erwin von beckerath has predominantly been viewed as an opposition circle to national socialism .",Carl Friedrich Goerdeler,C,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=32825679,google ceo eric schmidt also asserted that the internet will work better if people know that you 're a real person rather than a fake person .,Eric Schmidt,P,,,,,
lgbt,lgbt,queer,https://en.wikipedia.org/wiki?curid=57742630,"in 2015 , miley cyrus gave the opening address through a recorded message voicing support for marriage equality and the queer community .",Miley Cyrus,P,,,,,
buddhism,buddhism,buddhists,https://en.wikipedia.org/wiki?curid=240648,"in chinese buddhism , guan yu s  is revered by most practising buddhists as sangharama bodhisattva ( ) a heavenly protector of the buddhist dharma .",Bodhisattva,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=2254206,"abu hurairah  narrated at the time of the fajr prayer jabir ibn abd allah  asked bilal ibn al-harith , tell me of the best deed you did after embracing islam , for me heard you footsteps in front of me in paradise .",Jabir ibn Abd Allah,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=344000,hsing yun 's stated position for fo guang shan   is that it is an amalgam of all eight schools of chinese buddhism ( ) .,Hsing Yun,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=30536,"during tiberius   reign jews had become more prominent in rome and jewish and gentile followers of jesus of nazareth began proselytizing roman citizens , increasing long-simmering resentments .",Jesus,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=583945,"maturidi , with other two preeminent scholars , wrote especially on the creed of islam and elaborated following abu hanifa   doctrine , the other two being abu al-hasan al-ash ' ari in iraq , and ahmad ibn muhammad al-tahawi in egypt .",Al-Tahawi,P,,,,,
sharia,sharia,sharia,https://en.wikipedia.org/wiki?curid=20127116,"afterwards , kamil al-husayni held several posts in palestine 's religious judiciary , including librarian of the imperial library and member of the sharia court in istanbul .",Kamil al-Husayni,P,,,,,
fascism,fascism,fascism,https://en.wikipedia.org/wiki?curid=128371,"in january 2013 , it joined a unite against fascism protest at the oxford union when it invited nick griffin , the leader of the british national party to speak , and it has also given support to the striking nurses in the karen reissmann dispute .",Nick Griffin,P,,,,,
prohibition,prohibition,prohibition,https://en.wikipedia.org/wiki?curid=3842730,prohibition agent eliot ness has the bailiff remove crime kingpin al capone and searches crime kingpin al capone outside the courtroom .,Al Capone,C,,,,,
